tmdb_id,imdb_id,title,release_date,language,rating_tmdb,rating_imdb,votes_imdb,revenue,director,cast,release_year
4157,tt0806088,Heyy Babyy,24-08-2007,hi,5.924,6.1,17670,2200000,Sajid Khan,"Akshay Kumar, Riteish Deshmukh, Fardeen Khan, Vidya Balan, Boman Irani",2007
7508,tt0986264,Like Stars on Earth,21-12-2007,hi,7.955,8.3,230769,28430000,Aamir Khan,"Darsheel Safary, Aamir Khan, Tisca Chopra, Vipin Sharma, Tanay Chheda",2007
7913,tt0405508,Rang De Basanti,26-01-2006,hi,7.085,8.1,126334,11502151,Rakeysh Omprakash Mehra,"Aamir Khan, Siddharth, Kunal Kapoor, Sharman Joshi, Atul Kulkarni",2006
8453,tt0439662,Fanaa,26-05-2006,hi,6.758,7.1,36923,22175908,Kunal Kohli,"Aamir Khan, Kajol, Rishi Kapoor, Kirron Kher, Sanaya Irani",2006
8903,tt1233329,My Magic,23-05-2008,ta,5,6.4,329,64039,Eric Khoo,"Francis Bosco, Jathisweran, Keng Yew Seet, Jason Lim, Grace Kalaiselvi",2008
11807,tt1093370,Jab We Met,26-10-2007,hi,7.324,7.9,64896,10065630,Imtiaz Ali,"Shahid Kapoor, Kareena Kapoor Khan, Tarun Arora, Dara Singh, Pavan Malhotra",2007
12273,tt1146325,Singh Is Kinng,08-08-2008,hi,5.631,5.8,17837,25000000,Anees Bazmee,"Akshay Kumar, Katrina Kaif, Om Puri, Ranvir Shorey, Neha Dhupia",2008
13123,tt1241195,Aamir,06-06-2008,hi,6.647,7.6,11907,0,Raj Kumar Gupta,"Rajeev Khandelwal, Amar Kaushik, Vasan Bala, Gajraj Rao, Rohitashv Gour",2008
14070,tt1166100,Ghajini,25-12-2008,hi,6.986,7.4,71883,76000000,A. R. Murugadoss,"Aamir Khan, Asin Thottumkal, Jiah Khan, Pradeep Ram Singh Rawat, Riyaz Khan",2008
14071,tt1185420,Dostana,13-11-2008,hi,6.115,6.4,17212,20000000,Tarun Mansukhani,"Abhishek Bachchan, John Abraham, Priyanka Chopra Jonas, Kirron Kher, Boman Irani",2008
14072,tt1182937,Rab Ne Bana Di Jodi,11-12-2008,hi,7.096,7.2,59281,29914469,Aditya Chopra,"Shah Rukh Khan, Anushka Sharma, Vinay Pathak, M. K. Raina, Manmeet Singh",2008
14073,tt0449994,Jodhaa Akbar,13-02-2008,hi,7.336,7.5,36438,28700000,Ashutosh Gowariker,"Hrithik Roshan, Aishwarya Rai Bachchan, Sonu Sood, Kulbhushan Kharbanda, Suhasini Mulay",2008
14159,tt0986213,Aaja Nachle,30-11-2007,hi,6.537,6.2,3823,3800000,Anil Mehta,"Madhuri Dixit, Konkona Sen Sharma, Kunal Kapoor, Raghubir Yadav, Dalai",2007
14162,tt0833476,Jhoom Barabar Jhoom,15-06-2007,hi,3.8,3.7,3651,0,Shaad Ali,"Abhishek Bachchan, Lara Dutta, Preity Zinta, Bobby Deol, Robert Galas",2007
14163,tt0871510,Chak De! India,09-08-2007,hi,7.2,8.1,91561,40000000,Shimit Amin,"Shah Rukh Khan, Vidya Malvade, Sagarika Ghatge, Shilpa Shukla, Chitrashi Rawat",2007
14165,tt0833553,Ta Ra Rum Pum,27-04-2007,hi,6.199,5.9,9917,15242548,Siddharth Anand,"Saif Ali Khan, Rani Mukerji, Javed Jaffrey, Shruti Seth, Ali Haji",2007
14193,tt0995752,Tashan,25-04-2008,hi,4.4,3.9,6185,0,Vijay Krishna Acharya,"Akshay Kumar, Kareena Kapoor Khan, Saif Ali Khan, Anil Kapoor, Sanjay Mishra",2008
14194,tt0441048,Dhoom 2,24-11-2006,hi,6.62,6.6,32781,46396427,Sanjay Gadhvi,"Hrithik Roshan, Abhishek Bachchan, Aishwarya Rai Bachchan, Uday Chopra, Bipasha Basu",2006
14214,tt1191138,Thoda Pyaar Thoda Magic,27-06-2008,hi,5.353,5.1,4698,0,Kunal Kohli,"Rani Mukerji, Saif Ali Khan, Ameesha Patel, Rishi Kapoor, Shriya Sharma",2008
14394,tt0490210,Sarkar Raj,06-06-2008,hi,6.477,6.7,8115,8130000,Ram Gopal Varma,"Amitabh Bachchan, Abhishek Bachchan, Aishwarya Rai Bachchan, Govind Namdeo, Tanishaa Mukerji",2008
14395,tt0449999,Kabhi Alvida Naa Kehna,11-08-2006,hi,6.379,6.1,24757,17000000,Karan Johar,"Shah Rukh Khan, Rani Mukerji, Abhishek Bachchan, Preity Zinta, Amitabh Bachchan",2006
14467,tt0473367,Jaane Tu... Ya Jaane Na,04-07-2008,hi,6.821,7.4,29394,11100000,Abbas Tyrewala,"Imran Khan, Genelia D'Souza, Manjari Fadnnis, Prateik Smita Patil, Sugandha Garg",2008
14548,tt1127870,Mumbai Salsa,22-10-2007,hi,6,5.1,196,0,Manoj Tyagi,"Vir Das, Linda Arsenio, Manjari Fadnnis, Amruta Khanvilkar, Denzil Smith",2007
14751,tt1288638,Dasvidaniya,07-11-2008,hi,7,7.8,6796,0,Shashant Shah,"Vinay Pathak, Ranvir Shorey, Rajat Kapoor, Neha Dhupia, Saurabh Shukla",2008
15411,tt1014672,Bheja Fry,13-04-2007,hi,6.466,7.6,12679,0,Sagar Ballary,"Rajat Kapoor, Vinay Pathak, Ranvir Shorey, Sarika, Tom Alter",2007
15412,tt0466460,Khosla Ka Ghosla!,22-09-2006,hi,7.254,8.2,27077,0,Dibakar Banerjee,"Anupam Kher, Boman Irani, Parvin Dabas, Ranvir Shorey, Tara Sharma",2006
15467,tt1105733,Kismat Konnection,18-07-2008,hi,4.817,5.3,6444,11000000,Aziz Mirza,"Shahid Kapoor, Vidya Balan, Juhi Chawla Mehta, Om Puri, Vishal Malhotra",2008
15532,tt1194608,Ek Vivaah… Aisa Bhi,07-11-2008,hi,6.8,5.4,611,0,Kaushik Ghatak,"Sonu Sood, Isha Koppikar, Vishal Malhotra, Anang Desai, Smita Jaykar",2008
15864,tt1182972,Bachna Ae Haseeno,15-08-2008,hi,6.12,6.2,13503,9600000,Siddharth Anand,"Ranbir Kapoor, Deepika Padukone, Bipasha Basu, Minissha Lamba, Kunal Kapoor",2008
15979,tt1267500,Phoonk,22-08-2008,hi,3.1,4,1469,2760000,Ram Gopal Varma,"Sudeepa, Amruta Khanvilkar, Ahsaas Channa, Ashwini Kalsekar, Shrey Bawa",2008
16352,tt1353170,Good Night,01-01-2008,hi,0,7.8,24,0,Geetika Narang Abbasi,"Vinod Nagpal, Shivam Pradhan, Manish Narang, Abhijeet Banerjee",2008
16383,tt1334254,Maharathi,04-12-2008,hi,6.7,7.1,1325,0,Shivam Nair,"Paresh Rawal, Neha Dhupia, Tara Sharma, Boman Irani, Om Puri",2008
16576,tt0976026,Cheeni Kum,25-05-2007,hi,6.244,6.8,5971,0,R. Balki,"Amitabh Bachchan, Tabu, Paresh Rawal, Swini Khara, Vinay Jain",2007
17059,tt1372681,Aa Dekhen Zara,27-03-2009,hi,4,5.2,999,0,Jehangir Surti,"Neil Nitin Mukesh, Bipasha Basu, Rahul Dev, Sophiya Chaudhary, Bobby Vatsa",2009
17432,tt1065099,My Friend Ganesha,06-07-2007,hi,5.2,5.6,417,0,Rajiv S. Ruia,"Ahsaas Channa, Upasna Singh, Mushtaq Khan, Kiran Janjani, Shetal Shah",2007
17501,tt0461936,Don,20-10-2006,hi,6.897,7.2,44448,15000000,Farhan Akhtar,"Shah Rukh Khan, Priyanka Chopra Jonas, Arjun Rampal, Boman Irani, Om Puri",2006
17888,tt0479651,Dasavatharam,13-06-2008,ta,6.5,7.3,11523,0,K. S. Ravikumar,"Kamal Haasan, Asin Thottumkal, Mallika Sherawat, Jaya Prada, Napoleon",2008
18609,tt1101665,Shaurya,04-04-2008,hi,7.156,7.3,6051,0,Samar Khan,"Kay Kay Menon, Rahul Bose, Amrita Rao, Minissha Lamba, Javed Jaffrey",2008
18673,tt1105709,8 x 10 Tasveer,03-04-2009,hi,5.24,5.5,6420,0,Nagesh Kukunoor,"Akshay Kumar, Ayesha Takia, Sharmila Tagore, Girish Karnad",2009
19025,tt0995031,Bhool Bhulaiyaa,12-10-2007,hi,6.702,7.5,38206,9900000,Priyadarshan,"Akshay Kumar, Shiney Ahuja, Vidya Balan, Paresh Rawal, Ameesha Patel",2007
19276,tt1391544,Dhoondte Reh Jaaoge,06-03-2009,hi,4.6,5.7,1049,0,Umesh Shukla,"Paresh Rawal, Kunal Khemu, Sonu Sood, Soha Ali Khan, Johny Lever",2009
19418,tt0995035,Dhol,14-09-2007,hi,6.225,6.6,9159,0,Priyadarshan,"Sharman Joshi, Kunal Khemu, Tusshar Kapoor, Rajpal Yadav, Tanushree Dutta",2007
19623,tt1060249,Drona,02-10-2008,hi,3.3,2.1,2842,3250000,Goldie Behl,"Abhishek Bachchan, Priyanka Chopra Jonas, Jaya Bachchan, Ali Haji, Kay Kay Menon",2008
19637,tt0464160,Chup Chup Ke,09-06-2006,hi,6.219,7.1,15538,3912699,Priyadarshan,"Shahid Kapoor, Paresh Rawal, Rajpal Yadav, Kareena Kapoor Khan, Neha Dhupia",2006
19658,tt1017456,Race,20-03-2008,hi,6.081,6.7,17169,0,Abbas Alibhai Burmawalla,"Saif Ali Khan, Akshaye Khanna, Bipasha Basu, Katrina Kaif, Anil Kapoor",2008
19668,tt1369669,Jai Veeru,13-03-2009,hi,5.7,3.8,346,0,Puneet Sira,"Kunal Khemu, Fardeen Khan, Dia Mirza, Arbaaz Khan, Anjana Sukhani",2009
19670,tt0495034,Golmaal – Fun Unlimited,14-07-2006,hi,6.7,7.5,21381,4900000,Rohit Shetty,"Ajay Devgn, Arshad Warsi, Sharman Joshi, Tusshar Kapoor, Paresh Rawal",2006
20045,tt2777850,Guru En Aalu,24-04-2009,ta,3.5,4.7,83,0,Selva,"R. Madhavan, Mamta Mohandas, Abbas, Vivek, Cell Murugan",2009
20130,tt1245774,Jail,06-11-2009,hi,6.6,6.3,1459,0,Madhur Bhandarkar,"Neil Nitin Mukesh, Mugdha Godse, Manoj Bajpayee, Arya Babbar, Rahul Singh",2009
20145,tt0477252,36 China Town,21-04-2006,hi,5.7,5.8,5840,0,Abbas Alibhai Burmawalla,"Akshaye Khanna, Shahid Kapoor, Kareena Kapoor Khan, Paresh Rawal, Johny Lever",2006
20291,tt1252614,Sankat City,10-07-2009,hi,4.643,6.2,689,0,Pankaj Advani,"Kay Kay Menon, Anupam Kher, Rimi Sen, Chunky Panday, Rahul Dev",2009
20293,tt1229390,Shortkut - The Con Is On,10-07-2009,hi,4.2,3.5,1030,0,Neeraj Vora,"Akshaye Khanna, Arshad Warsi, Amrita Rao, Leigh Barwell, Sanjay Dutt",2009
20294,tt0488798,Welcome,21-12-2007,hi,6.8,7.2,29322,36500000,Anees Bazmee,"Akshay Kumar, Katrina Kaif, Nana Patekar, Anil Kapoor, Paresh Rawal",2007
20299,tt1016177,Go,05-10-2007,hi,6.75,2.9,172,0,Manish Shrivastav,"Gautam Gupta, Priyanka Kothari, Kay Kay Menon, Rajpal Yadav, Priyanka Sharma",2007
20358,tt1105747,Yuvvraaj,21-11-2008,hi,4.8,4.1,4972,0,Subhash Ghai,"Salman Khan, Anil Kapoor, Katrina Kaif, Zayed Khan, Boman Irani",2008
20359,tt0419058,Phir Hera Pheri,09-06-2006,hi,6.849,7.4,31819,15360000,Neeraj Vora,"Akshay Kumar, Suniel Shetty, Paresh Rawal, Bipasha Basu, Rimi Sen",2006
20360,tt0795434,Namastey London,23-03-2007,hi,6.202,7.1,24115,0,Vipul Amrutlal Shah,"Akshay Kumar, Katrina Kaif, Rishi Kapoor, Clive Standen, Upen Patel",2007
20413,tt0845448,Dhamaal,07-09-2007,hi,6.744,7.5,22357,0,Indra Kumar,"Sanjay Dutt, Arshad Warsi, Riteish Deshmukh, Javed Jaffrey, Aashish Chaudhary",2007
20452,tt0453501,Perfect Mismatch,24-07-2009,hi,6,6,98,0,Unknown,"Anubhav Anand, Nandana Sen, Anupam Kher, Boman Irani, Sheel Gupta",2009
20488,tt1218345,Dil Kabaddi,05-12-2008,hi,7.5,5.8,773,0,Anil Senior,"Rahul Bose, Irrfan Khan, Rahul Khanna, Konkona Sen Sharma, Soha Ali Khan",2008
20491,tt1562361,Let's Dance,19-06-2009,hi,0,5.9,28,0,Unknown,"Gayatri Patel, Paras Arora, Aqib Afzaal, Ajay Chaudhary, Nikuunj Padaya",2009
20492,tt0800956,Life in a Metro,11-05-2007,hi,6.3,7.4,15041,2900000,Anurag Basu,"Kay Kay Menon, Shilpa Shetty Kundra, Konkona Sen Sharma, Irrfan Khan, Shiney Ahuja",2007
20494,tt0476805,Malamaal Weekly,10-03-2006,hi,6.3,7.1,9086,5123310,Priyadarshan,"Paresh Rawal, Om Puri, Riteish Deshmukh, Reema Sen, Rajpal Yadav",2006
20535,tt0824375,Nishabd,02-03-2007,hi,4.455,5.3,1879,0,Ram Gopal Varma,"Amitabh Bachchan, Jiah Khan, Shraddha Arya, Aftab Shivdasani, Nassar",2007
20563,tt1114725,Heroes,24-10-2008,hi,6,5.7,2476,0,Samir Karnik,"Salman Khan, Preity Zinta, Sunny Deol, Bobby Deol, Mithun Chakraborty",2008
20652,tt1176961,Paying Guests,19-06-2009,hi,4.2,4.4,639,0,Paritosh Painter,"Shreyas Talpade, Javed Jaffrey, Aashish Chaudhary, Celina Jaitly, Neha Dhupia",2009
20653,tt1050739,Roadside Romeo,24-10-2008,hi,4.662,4.9,1889,1100000,Jugal Hansraj,"Saif Ali Khan, Kareena Kapoor Khan, Javed Jaffrey, Tannaz Irani, Vrajesh Hirjee",2008
20686,tt1986788,Chal Chalein,07-08-2009,hi,10,7.2,34,0,Unknown,"Mithun Chakraborty, Mukesh Khanna, Anup Soni, Shilpa Shukla, Tanvi Hegde",2009
20687,tt1485072,Teree Sang: A Kidult Love Story,07-08-2009,hi,7.167,6.4,708,555670,Satish Kaushik,"Ruslaan Mumtaz, Anupam Kher, Satish Kaushik, Sushmita Mukherjee, Rajat Kapoor",2009
20742,tt0811066,Shootout at Lokhandwala,25-05-2007,hi,6.1,7.1,11559,12000000,Apoorva Lakhia,"Vivek Oberoi, Tusshar Kapoor, Sanjay Dutt, Suniel Shetty, Arbaaz Khan",2007
20832,tt1182908,Krazzy 4,11-04-2008,hi,4.894,4.3,2512,8000000,Jaideep Sen,"Arshad Warsi, Irrfan Khan, Suresh Menon, Rajpal Yadav, Juhi Chawla Mehta",2008
20931,tt0476884,Taxi No. 9211,24-02-2006,hi,6.294,7.3,11357,0,Milan Luthria,"John Abraham, Nana Patekar, Sameera Reddy, Sonali Kulkarni, Kurush Deboo",2006
20965,tt1170411,Victory,31-01-2009,hi,4.6,3.8,601,0,Unknown,"Harman Baweja, Amrita Rao, Anupam Kher, Gulshan Grover, Dalip Tahil",2009
20971,tt0488906,Zinda,12-01-2006,hi,3.9,4.9,3967,0,Sanjay Gupta,"Sanjay Dutt, John Abraham, Lara Dutta, Celina Jaitly, Mahesh Manjrekar",2006
20976,tt1179781,Mission Istaanbul,25-07-2008,hi,3.3,3.5,1345,4500000,Apoorva Lakhia,"Zayed Khan, Vivek Oberoi, Shriya Saran, Nikitin Dheer, Shabbir Ahluwalia",2008
21224,tt1202517,Barah Aana,13-03-2009,hi,5.3,6.7,1415,0,Raja Menon,"Naseeruddin Shah, Tannishtha Chatterjee, Violante Placido, Vijay Raaz, Arjun Mathur",2009
21232,tt1324078,Kal Kissne Dekha,12-06-2009,hi,4.4,3.6,544,0,Vivek Sharma,"Jacky Bhagnani, Vaishali Desai, Rishi Kapoor, Juhi Chawla Mehta, Sanjay Dutt",2009
21461,tt0456144,Lage Raho Munna Bhai,01-09-2006,hi,7.297,8,53222,31517561,Rajkumar Hirani,"Sanjay Dutt, Arshad Warsi, Vidya Balan, Boman Irani, Dilip Prabhavalkar",2006
21487,tt1278447,Sikandar,21-08-2009,hi,6.3,6.4,306,0,Piyush Jha,"Parzaan Dastur, Ayesha Kapoor, R. Madhavan, Sanjay Suri, Arunoday Singh",2009
21571,tt1179782,Mithya,27-01-2008,hi,6.538,7,2365,0,Rajat Kapoor,"Ranvir Shorey, Neha Dhupia, Naseeruddin Shah, Saurabh Shukla, Vinay Pathak",2008
22101,tt1479667,Aagey Se Right,04-09-2009,hi,5,5.2,443,0,Indrajit Nattooji,"Shreyas Talpade, Mahie Gill, Kay Kay Menon, Shenaz Treasury, Shiv Panditt",2009
22158,tt1135931,Chintu Ji,04-09-2009,hi,2.75,5.5,232,0,Ranjit Kapoor,"Rishi Kapoor, Priyanshu Chatterjee, Kulraj Randhawa, Saurabh Shukla, Grusha Kapoor",2009
22443,tt1512321,Vaada Raha... I Promise,11-09-2009,hi,8.5,5.7,487,0,Samir Karnik,"Bobby Deol, Kangana Ranaut, Dwij Yadav, Mohnish Behl, Atul Agnihotri",2009
23275,tt1343362,Do Knot Disturb,02-10-2009,hi,3.2,3.8,1436,0,David Dhawan,"Govinda, Sushmita Sen, Lara Dutta, Riteish Deshmukh, Sohail Khan",2009
23381,tt0816258,Pokiri,27-04-2006,te,7.4,8,16907,8422547,Puri Jagannadh,"Mahesh Babu, Ileana D'Cruz, Prakash Raj, Nassar, Brahmanandam",2006
23766,tt1525323,Billa,03-04-2009,te,5,6.2,3528,0,Meher Ramesh,"Prabhas, Krishnam Raju, Anushka Shetty, Namitha, Kelly Dorji",2009
23767,tt0920457,Billa,14-12-2007,ta,6.6,7.3,8709,0,Vishnu Varadhan,"Ajith Kumar, Prabhu, Nayanthara, Rahman, Santhanam",2007
23773,tt1608631,Rechipo,25-09-2009,te,5,3.6,220,0,Murali Paruchuri,"Nithiin, Ileana D'Cruz, Ahuti Prasad, Bhanuchander, Raghu Babu",2009
23788,tt1579526,Anjaneyulu,12-08-2009,te,5.7,4.9,540,0,Parasuram Petla,"Ravi Teja, Nayanthara, Prakash Raj, Sonu Sood, Nassar",2009
23790,tt1447500,Magadheera,31-07-2009,te,7.2,7.7,27948,15278500,S. S. Rajamouli,"Ram Charan, Kajal Aggarwal, Dev Gill, Srihari, Sunil Varma",2009
23793,tt1601791,Aa Intlo,16-07-2009,te,6,5.6,55,0,Chinna,"Chinna, Flora Saini, Vinod Kumar, Devan, Jhansi",2009
23848,tt0892874,Halla Bol,11-01-2008,hi,4.8,6,2501,0,Rajkumar Santoshi,"Ajay Devgn, Vidya Balan, Pankaj Kapur, Sana Khaan, Darshan Jariwala",2008
23933,tt1601788,16 Days,20-02-2009,te,0,4.8,17,0,Prabhu Solmon,Unknown,2009
23969,tt3407278,A Aa E Ee,06-11-2009,te,3.7,4.5,25,0,Srinivasa Reddy,"Srikanth, Meera Jasmine, Sadha, Brahmanandam, Ali Basha",2009
23972,tt3402708,Aa Okkadu,05-06-2009,te,0,6.7,28,0,N. S. Murthy,"Ajay, Nyra Banerjee, Suresh Gopi, Nassar, Vijaya Chandar",2009
24049,tt0479751,Sivaji: The Boss,08-06-2007,ta,7.1,7.6,23764,19000000,Shankar,"Rajinikanth, Vivek, Suman Talwar, Shriya Saran, Manivannan",2007
24864,tt1242530,What's Your Raashee?,25-09-2009,hi,4.862,4.9,2955,0,Ashutosh Gowariker,"Priyanka Chopra Jonas, Harman Baweja, Dilip Joshi, Darshan Jariwala, Manju Singh",2009
25121,tt1417299,Unnaipol Oruvan,18-09-2009,ta,7,7.9,6468,0,Chakri Toleti,"Kamal Haasan, Mohanlal, Lakshmi, Ganesh Venkatraman, Bharath Reddy",2009
25510,tt1216300,Jannat,16-05-2008,hi,6.207,7,8286,0,Kunal Deshmukh,"Emraan Hashmi, Sonal Chauhan, Javed Sheikh, Sameer Kochhar, Vishal Malhotra",2008
25638,tt0985636,Laaga Chunari Mein Daag,12-10-2007,hi,5.338,5.4,2885,0,Pradeep Sarkar,"Rani Mukerji, Konkona Sen Sharma, Jaya Bachchan, Abhishek Bachchan, Anupam Kher",2007
25803,tt0907674,Amal,13-09-2007,hi,7.7,7.5,2285,0,Richie Mehta,"Rupinder Nagra, Seema Biswas, Naseeruddin Shah, Koel Purie, Vik Sahay",2007
25869,tt0485272,Salaam-e-Ishq,26-01-2007,hi,4.8,5.2,6139,12552605,Nikkhil Advani,"Salman Khan, Priyanka Chopra Jonas, John Abraham, Vidya Balan, Anil Kapoor",2007
26153,tt0476550,God Tussi Great Ho,15-08-2008,hi,4.154,3.8,5467,0,Rumi Jaffery,"Amitabh Bachchan, Salman Khan, Priyanka Chopra Jonas, Anupam Kher, Sohail Khan",2008
26304,tt1587424,Radio,03-12-2009,hi,6,3.8,355,0,Unknown,"Himesh Reshammiya, Shenaz Treasury, Sonal Sehgal, Paresh Rawal",2009
29538,tt1351224,Pyaar Impossible!,08-01-2010,hi,5.4,4.9,3594,0,Jugal Hansraj,"Priyanka Chopra Jonas, Uday Chopra, Advika Yadav, Anupam Kher, Dino Morea",2010
30695,tt1392744,Chance Pe Dance,15-01-2010,hi,5.3,4.8,3268,0,Ken Ghosh,"Shahid Kapoor, Genelia D'Souza, Satish Shah, Mohnish Behl, Vikas Bhalla",2010
31248,tt0473310,Ram Gopal Varma Ki Aag,31-08-2007,hi,1.9,1.4,7229,0,Ram Gopal Varma,"Ajay Devgn, Prashant Raj Sachdev, Mohanlal, Amitabh Bachchan, Priyanka Kothari",2007
31458,tt1451797,Rann,29-01-2010,hi,6.605,6.9,2798,2000000,Ram Gopal Varma,"Amitabh Bachchan, Riteish Deshmukh, Paresh Rawal, Sudeepa, Mohnish Behl",2010
31626,tt0843326,Bommarillu,09-08-2006,te,6.2,8.2,10858,0,Bhaskar,"Siddharth, Genelia D'Souza, Prakash Raj, Jayasudha, Kota Srinivasa Rao",2006
31629,tt1361809,Arundhati,16-01-2009,te,6.7,7.4,4005,14000000,Kodi Ramakrishna,"Anushka Shetty, Sonu Sood, Manorama, Sayaji Shinde, Kaikala Satyanarayana",2009
31897,tt1039995,U Me Aur Hum,11-04-2008,hi,6.2,5.9,2776,0,Ajay Devgn,"Ajay Devgn, Kajol, Divya Dutta, Isha Sharvani, Karan Khanna",2008
31983,tt0476649,Darna Zaroori Hai,28-04-2006,hi,5.148,5.5,2897,0,J. D. Chakravarthi,"Manoj Pahwa, Sarita Joshi, Amitabh Bachchan, Riteish Deshmukh, Arjun Rampal",2006
32134,tt6449730,Bal Ganesh,08-02-2007,hi,6,7.7,4710,0,Pankaj Sharma,"Kailash Kher, Asha Bhosle",2007
32172,tt1332676,2 Harihar Nagar,01-04-2009,ml,5.7,6.5,937,3300000,Lal,"Mukesh, Siddique, Jagadish, Ashokan, Raai Laxmi",2009
32740,tt0432637,Krrish,23-06-2006,hi,6.5,6.5,28085,16000000,Rakesh Roshan,"Hrithik Roshan, Priyanka Chopra Jonas, Rekha, Naseeruddin Shah, Sharat Saxena",2006
32974,tt1210356,A One Night Stand,31-12-2009,hi,6,6.3,594,0,Saurabh Shukla,"Rajat Kapoor, Neha Dhupia, Vinay Pathak, Ranvir Shorey, Brijendra Kala",2009
33142,tt0494290,Vivah,10-11-2006,hi,6.6,6.7,12034,4000000,Sooraj Barjatya,"Shahid Kapoor, Amrita Rao, Anupam Kher, Seema Biswas, Alok Nath",2006
33147,tt30397483,Jumbo,25-12-2008,hi,8.667,6.8,170,0,Kompin Kemgumnird,"Akshay Kumar, Lara Dutta, Rajpal Yadav, Dimple Kapadia, Yuvraj Singh",2008
33375,tt0397551,My Bollywood Bride,14-01-2006,hi,5,4.7,671,0,Rajeev Virani,"Jason Lewis, Kashmera Shah, Gulshan Grover, Sanjay Suri, Neha Dubey",2006
33384,tt1471247,Road to Sangam,29-01-2010,hi,7,7.3,943,0,Amit Rai,"Paresh Rawal, Om Puri, Pavan Malhotra, Javed Sheikh, Masood Akhtar",2010
33556,tt1345777,Ishqiya,29-01-2010,hi,6.418,7.3,11402,0,Abhishek Chaubey,"Naseeruddin Shah, Vidya Balan, Arshad Warsi, Salman Shahid, Adil Hussain",2010
34144,tt1578116,Atithi Tum Kab Jaoge?,26-02-2010,hi,6.304,6.5,7847,5400000,Ashwni Dhir,"Ajay Devgn, Konkona Sen Sharma, Paresh Rawal, Sanjay Mishra, Mukesh Tiwari",2010
34707,tt1085806,Darling,07-09-2007,hi,3.667,4.1,700,0,Ram Gopal Varma,"Fardeen Khan, Esha Deol, Isha Koppikar, Kota Srinivasa Rao, Zakir Hussain",2007
34763,tt1526323,Aarya 2,27-11-2009,te,6.7,7.5,8525,0,Sukumar,"Allu Arjun, Kajal Aggarwal, Navdeep, Brahmanandam, Mukesh Rishi",2009
34764,tt1373156,Karthik Calling Karthik,26-02-2010,hi,6.335,7.2,16426,3900000,Vijay Lalwani,"Farhan Akhtar, Deepika Padukone, Ram Kapoor, Shefali Shah, Vivan Bhatena",2010
35063,tt0785004,Just Married,16-03-2007,hi,6,5.4,609,0,Meghna Gulzar,"Fardeen Khan, Esha Deol, Kirron Kher, Perizaad Zorabian",2007
35100,tt1191130,Right Yaaa Wrong,12-03-2010,hi,4.2,6.6,1177,0,Neeraj Pathak,"Sunny Deol, Irrfan Khan, Isha Koppikar, Konkona Sen Sharma, Arav Chowdhary",2010
35687,tt1608777,"LSD: Love, Sex aur Dhokha",19-03-2010,hi,6.1,7.1,6535,0,Dibakar Banerjee,"Anshuman Jha, Nushrratt Bharuccha, Rajkummar Rao, Neha Chauhan, Amit Sial",2010
36204,tt0995740,No Smoking,26-10-2007,hi,6.926,7.3,11069,797693,Anurag Kashyap,"John Abraham, Ayesha Takia, Paresh Rawal, Ranvir Shorey, Kiku Sharda",2007
37460,tt1334470,Raavan,18-06-2010,hi,4.9,5.4,5039,4000000,Mani Ratnam,"Abhishek Bachchan, Aishwarya Rai Bachchan, Vikram, Govinda, Ravi Kishan",2010
37671,tt1438486,Chal Chala Chal,06-02-2009,hi,5.5,4.7,432,0,Unknown,"Om Puri, Govinda, Rajpal Yadav, Asif Basra, Reema Sen",2009
37690,tt1194236,Paathshaala,16-04-2010,hi,5,5.1,2158,0,Milind Ukey,"Shahid Kapoor, Nana Patekar, Ayesha Takia, Sushant Singh, Saurabh Shukla",2010
37729,tt1629241,Bumm Bumm Bole,14-05-2010,hi,7.05,6.4,1117,0,Priyadarshan,"Darsheel Safary, Ziyah Vastani, Atul Kulkarni, Rituparna Sengupta, Rii Sen",2010
38220,tt1579540,Ek Niranjan,29-10-2009,te,5.1,5.4,1621,6900000,Puri Jagannadh,"Prabhas, Kangana Ranaut, Sonu Sood, Mukul Dev, Venu Madhav",2009
38252,tt1425618,Apartment,23-04-2010,hi,4,3.6,290,0,Jag Mundhra,"Neetu Chandra, Tanushree Dutta, Rohit Roy, Anupam Kher, Vida Samadzai",2010
38253,tt1608768,City of Gold,23-04-2010,hi,5.3,6.7,421,0,Mahesh Manjrekar,"Shashank Shende, Seema Biswas, Ankush Chaudhari, Anusha Dhandekar, Vineet Kumar Singh",2010
38272,tt1124386,Pankh,02-04-2010,hi,3.8,3.6,154,0,Sudipto Chattopadhyay,"Bipasha Basu, Sanjeeda Sheikh, Mahesh Manjrekar, Ronit Roy, Lillete Dubey",2010
38302,tt1397492,Well Done Abba,16-09-2010,hi,6,7.2,2088,0,Shyam Benegal,"Boman Irani, Minissha Lamba, Sammir Dattani, Ravi Kishan, Ila Arun",2010
38428,tt0459293,"Gandhi, My Father",03-08-2007,hi,5,7.3,1878,0,Feroz Abbas Khan,"Akshaye Khanna, Darshan Jariwala, Bhumika Chawla, Shefali Shah, Vinay Jain",2007
38628,tt0807943,Dhee,13-04-2007,te,6.7,7.3,5583,0,Sreenu Vaitla,"Vishnu Manchu, Srihari, Genelia D'Souza, Brahmanandam, Chandramohan",2007
38637,tt1180583,Vaaranam Aayiram,14-11-2008,ta,7.2,8.2,15683,14000000,Gautham Vasudev Menon,"Suriya, Simran, Divya Spandana, Sameera Reddy, Deepa Narendra",2008
